objectid,filename,Pager Identifier,Page number,Stope Book Name,Stope Book number,Volume number,Sill number,subject,Level & Floor,title,description,map_type,county,location,latitude,longitude,geomethod,datum,date,creator,identifier,scanned,optimized,map_width_inches,map_length_inches,relations_defined,relations_defined_staff,map_scale,township,range,section,format
45,45.jpg,41,42,ALICE,U-27,1,1-6,ALICE; CLARK'S FRACTION; MAGNA CHARTA; MAGNOLIA,ALICE 300-5; CLARK'S FRACTION 300-4; MAGNA CHARTA 300-6; MAGNOLIA 300-6,ALICE 300-5; CLARK'S FRACTION 300-4; MAGNA CHARTA 300-6; MAGNOLIA 300-6,ELEVATION: 6131.4',Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
46,46.jpg,42,43,ALICE,U-27,1,1-6,ALICE; ALICE - LEXINGTON TUNNEL; CLARK'S FRACTION; MAGNA CHARTA; MAGNOLIA,ALICE 300-4; ALICE - LEXINGTON TUNNEL 350-27; CLARK'S FRACTION 300-3; MAGNA CHARTA 300-5; MAGNOLIA 300-5,ALICE 300-4; ALICE - LEXINGTON TUNNEL TUNNEL 350-27; CLARK'S FRACTION 300-3; MAGNA CHARTA 300-5; MAGNOLIA 300-5,ELEVATION: 6123.7',Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
47,47.jpg,43,44,ALICE,U-27,1,1-6,ALICE; ALICE - LEXINGTON TUNNEL; CLARK'S FRACTION; MAGNA CHARTA; MAGNOLIA,ALICE 300-3; ALICE - LEXINGTON TUNNEL 350-26; CLARK'S FRACTION 300-2; MAGNA CHARTA 300-4; MAGNOLIA 300-4,ALICE 300-3; ALICE - LEXINGTON TUNNEL 350-26; CLARK'S FRACTION 300-2; MAGNA CHARTA 300-4; MAGNOLIA 300-4,ELEVATION: 6116.0',Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
48,48.jpg,44,45,ALICE,U-27,1,1-6,ALICE; ALICE - LEXINGTON TUNNEL; CLARK'S FRACTION; MAGNA CHARTA; MAGNOLIA,ALICE 300-2; ALICE - LEXINGTON TUNNEL 350-25; CLARK'S FRACTION 300-1; MAGNA CHARTA 300-3; MAGNOLIA 300-3,ALICE 300-2; ALICE - LEXINGTON TUNNEL 350-25; CLARK'S FRACTION 300-1; MAGNA CHARTA 300-3; MAGNOLIA 300-3,ELEVATION: 6108.3',Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
49,49.jpg,45,46,ALICE,U-27,1,1-6,ALICE; ALICE - LEXINGTON TUNNEL; CLARK'S FRACTION; MAGNA CHARTA; MAGNOLIA,ALICE 300-1; ALICE - LEXINGTON TUNNEL 350-24; CLARK'S FRACTION 300 SILL; MAGNA CHARTA 300-2; MAGNOLIA 300-2,ALICE 300-1; ALICE - LEXINGTON TUNNEL 350-24; CLARK'S FRACTION 300 SILL; MAGNA CHARTA 300-2; MAGNOLIA 300-2,"ELEVATION: 6100.6'; 6101.55' AT THE CLARK'S FRACTION; 6106.8' AT THE PETER'S SHAFT; THERE IS AN INCONSISTENCY WITH THE ALICE-LEX, THE PAGE IS MISREPRESENTED AS THE 350-25. THE PAGE SHOULD READ ALICE-LEX 350-24",Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
50,50.jpg,46,47,ALICE,U-27,1,1-6,ALICE; ALICE - LEXINGTON TUNNEL; MAGNA CHARTA; MAGNOLIA,ALICE 300 SILL; ALICE - LEXINGTON TUNNEL 350-23; MAGNA CHARTA 300-1; MAGNOLIA 300-1,ALICE 300 SILL; ALICE - LEXINGTON TUNNEL 350-23; MAGNA CHARTA 300-1; MAGNOLIA 300-1,ELEVATION: 6092.9'; 6092.98' AT THE ALICE SHAFT; SHOW CLAIM LINES ON THE LEFT HALF OF THE PAGE,Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
51,51.jpg,47,48,ALICE,U-27,1,1-6,MAGNA CHARTA; MAGNOLIA,MAGNA CHARTA 300 SILL; MAGNOLIA 300 SILL,MAGNA CHARTA 300 SILL; MAGNOLIA 300 SILL,ELEVATION: 6085.7'; 6080.0' APPROX. AT THE MAGNA CHARTA SHAFT; 6080.0' APPROX. AT THE MAGNOLIA SHAFT; BOTTOM OF MAGNOLIA SHAFT,Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
52,52.jpg,48,49,ALICE,U-27,1,1-6,ALICE; CLARK'S FRACTION; MAGNA CHARTA,ALICE 400-13; CLARK'S FRACTION 400-13; MAGNA CHARTA 400-13; MAGNA CHARTA 500-27,ALICE 400-13; CLARK'S FRACTION 400-13; MAGNA CHARTA 400-13; MAGNA CHARTA 500-27,ELEVATION: 6078.4',Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
53,53.jpg,49,50,ALICE,U-27,1,1-6,ALICE; ALICE - LEXINGTON TUNNEL; CLARK'S FRACTION; MAGNA CHARTA,ALICE 400-12; ALICE - LEXINGTON TUNNEL 350-22; CLARK'S FRACTION 400-12; MAGNA CHARTA 400-12; MAGNA CHARTA 500-26,ALICE 400-12; ALICE - LEXINGTON TUNNEL 350-22; CLARK'S FRACTION 400-12; MAGNA CHARTA 400-12; MAGNA CHARTA 500-26,ELEVATION: 6071.1',Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
54,54.jpg,50,51,ALICE,U-27,1,1-6,ALICE; ALICE - LEXINGTON TUNNEL; CLARK'S FRACTION; MAGNA CHARTA,ALICE 400-11; ALICE - LEXINGTON TUNNEL 350-21; CLARK'S FRACTION 400-11; MAGNA CHARTA 400-11; MAGNA CHARTA 500-25,ALICE 400-11; ALICE - LEXINGTON TUNNEL 350-21; CLARK'S FRACTION 400-11; MAGNA CHARTA 400-11; MAGNA CHARTA 500-25,ELEVATION: 6063.9',Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
55,55.jpg,51,52,ALICE,U-27,1,1-6,ALICE; ALICE - LEXINGTON TUNNEL; CLARK'S FRACTION; MAGNA CHARTA,ALICE 400-10; ALICE - LEXINGTON TUNNEL 350-20; CLARK'S FRACTION 400-10; MAGNA CHARTA 400-10; MAGNA CHARTA 500-24,ALICE 400-10; ALICE - LEXINGTON TUNNEL 350-20; CLARK'S FRACTION 400-10; MAGNA CHARTA 400-10; MAGNA CHARTA 500-24,ELEVATION: 6056.6',Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
56,56.jpg,52,53,ALICE,U-27,1,1-6,ALICE; ALICE - LEXINGTON TUNNEL; CLARK'S FRACTION; MAGNA CHARTA,ALICE 400-9; ALICE - LEXINGTON TUNNEL 350-19; CLARK'S FRACTION 400-9; MAGNA CHARTA 400-9; MAGNA CHARTA 500-23,ALICE 400-9; ALICE - LEXINGTON TUNNEL 350-19; CLARK'S FRACTION 400-9; MAGNA CHARTA 400-9; MAGNA CHARTA 500-23,ELEVATION: 6049.3',Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
57,57.jpg,53,54,ALICE,U-27,1,1-6,ALICE; ALICE - LEXINGTON TUNNEL; CLARK'S FRACTION; MAGNA CHARTA,ALICE 400-8; ALICE - LEXINGTON TUNNEL 350-18; CLARK'S FRACTION 400-8; MAGNA CHARTA 400-8; MAGNA CHARTA 500-22,ALICE 400-8; ALICE - LEXINGTON TUNNEL 350-18; CLARK'S FRACTION 400-8; MAGNA CHARTA 400-8; MAGNA CHARTA 500-22,ELEVATION: 6042.1',Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
58,58.jpg,54,55,ALICE,U-27,1,1-6,ALICE; ALICE - LEXINGTON TUNNEL; CLARK'S FRACTION; MAGNA CHARTA,ALICE 400-7; ALICE - LEXINGTON TUNNEL 350-17; CLARK'S FRACTION 400-7; MAGNA CHARTA 400-7; MAGNA CHARTA 500-21,ALICE 400-7; ALICE - LEXINGTON TUNNEL 350-17; CLARK'S FRACTION 400-7; MAGNA CHARTA 400-7; MAGNA CHARTA 500-21,ELEVATION: 6034.8',Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
59,59.jpg,55,56,ALICE,U-27,1,1-6,ALICE; ALICE - LEXINGTON TUNNEL; CLARK'S FRACTION; MAGNA CHARTA; MOOSE,ALICE 400-6; ALICE - LEXINGTON TUNNEL 350-16; CLARK'S FRACTION 400-6; MAGNA CHARTA 400-6; MAGNA CHARTA 500-20; MOOSE 400 SILL,ALICE 400-6; ALICE - LEXINGTON TUNNEL 350-16; CLARK'S FRACTION 400-6; MAGNA CHARTA 400-6; MAGNA CHARTA 500-20; MOOSE 400 SILL,ELEVATION: 6027.5'; 6030.3' AT THE MOOSE SURVEY POINT 49779,Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
60,60.jpg,56,57,ALICE,U-27,1,1-6,ALICE; ALICE - LEXINGTON TUNNEL; CLARK'S FRACTION; MAGNA CHARTA,ALICE 400-5; ALICE - LEXINGTON TUNNEL 350-15; CLARK'S FRACTION 400-5; MAGNA CHARTA 400-5; MAGNA CHARTA 500-19,ALICE 400-5; ALICE - LEXINGTON TUNNEL 350-15; CLARK'S FRACTION 400-5; MAGNA CHARTA 400-5; MAGNA CHARTA 500-19,ELEVATION: 6020.2',Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
61,61.jpg,57,58,ALICE,U-27,1,1-6,ALICE; ALICE - LEXINGTON TUNNEL; CLARK'S FRACTION; MAGNA CHARTA,ALICE 400-4; ALICE - LEXINGTON TUNNEL 350-14; CLARK'S FRACTION 400-4; MAGNA CHARTA 400-4; MAGNA CHARTA 500-18,ALICE 400-4; ALICE - LEXINGTON TUNNEL 350-14; CLARK'S FRACTION 400-4; MAGNA CHARTA 400-4; MAGNA CHARTA 500-18,ELEVATION: 6013.0',Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
62,62.jpg,58,59,ALICE,U-27,1,1-6,ALICE; ALICE - LEXINGTON TUNNEL; CLARK'S FRACTION; MAGNA CHARTA,ALICE 400-3; ALICE - LEXINGTON TUNNEL 350-13; CLARK'S FRACTION 400-3; MAGNA CHARTA 400-3; MAGNA CHARTA 500-17,ALICE 400-3; ALICE - LEXINGTON TUNNEL 350-13; CLARK'S FRACTION 400-3; MAGNA CHARTA 400-3; MAGNA CHARTA 500-17,ELEVATION: 6005.7',Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
63,63.jpg,59,60,ALICE,U-27,1,1-6,ALICE; ALICE - LEXINGTON TUNNEL; CLARK'S FRACTION; MAGNA CHARTA,ALICE 400-2; ALICE - LEXINGTON TUNNEL 350-12; CLARK'S FRACTION 400-2; MAGNA CHARTA 400-2; MAGNA CHARTA 500-16,ALICE 400-2; ALICE - LEXINGTON TUNNEL 350-12; CLARK'S FRACTION 400-2; MAGNA CHARTA 400-2; MAGNA CHARTA 500-16,ELEVATION: 5998.4',Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
64,64.jpg,60,61,ALICE,U-27,1,1-6,ALICE; ALICE - LEXINGTON TUNNEL; CLARK'S FRACTION; MAGNA CHARTA,ALICE 400-1; ALICE - LEXINGTON TUNNEL 350-11; CLARK'S FRACTION 400-1; MAGNA CHARTA 400-1; MAGNA CHARTA 500-15,ALICE 400-1; ALICE - LEXINGTON TUNNEL 350-11; CLARK'S FRACTION 400-1; MAGNA CHARTA 400-1; MAGNA CHARTA 500-15,ELEVATION: 5991.2',Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
65,65.jpg,61,62,ALICE,U-27,1,1-6,ALICE; ALICE - LEXINGTON TUNNEL; CLARK'S FRACTION; MAGNA CHARTA,ALICE 400 SILL; ALICE - LEXINGTON TUNNEL 350-10; CLARK'S FRACTION 400 SILL; MAGNA CHARTA 400 SILL; MAGNA CHARTA 500-14,ALICE 400 SILL; ALICE - LEXINGTON TUNNEL 350-10; CLARK'S FRACTION 400 SILL; MAGNA CHARTA 400 SILL; MAGNA CHARTA 500-14,ELEVATION: 5983.9'; 5983.89' AT THE ALICE SHAFT; 6000.47' AT THE CLARK'S FRACTION SHAFT; 5980.0' APPROX. AT THE MAGNA CHARTA SHAFT; SHOWS CLAIM LINES ON LEFT HALF OF PAGE,Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
66,66.jpg,62,63,ALICE,U-27,1,1-6,ALICE; ALICE - LEXINGTON TUNNEL; MAGNA CHARTA,ALICE 500-11; ALICE - LEXINGTON TUNNEL 350-9; MAGNA CHARTA 500-13,ALICE 500-11; ALICE - LEXINGTON TUNNEL 350-9; MAGNA CHARTA 500-13,ELEVATION: 5976.4',Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
67,67.jpg,63,64,ALICE,U-27,1,1-6,ALICE; ALICE - LEXINGTON TUNNEL; MAGNA CHARTA,ALICE 500-10; ALICE - LEXINGTON TUNNEL 350-8; MAGNA CHARTA 500-12,ALICE 500-10; ALICE - LEXINGTON TUNNEL 350-8; MAGNA CHARTA 500-12,ELEVATION: 5968.8',Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
68,68.jpg,64,65,ALICE,U-27,1,1-6,ALICE; ALICE - LEXINGTON TUNNEL; MAGNA CHARTA,ALICE 500-9; ALICE - LEXINGTON TUNNEL 350-7; MAGNA CHARTA 500-11,ALICE 500-9; ALICE - LEXINGTON TUNNEL 350-7; MAGNA CHARTA 500-11,ELEVATION: 5961.2',Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
69,69.jpg,65,66,ALICE,U-27,1,1-6,ALICE; ALICE - LEXINGTON TUNNEL; MAGNA CHARTA,ALICE 500-8; ALICE - LEXINGTON TUNNEL 350-6; MAGNA CHARTA 500-10,ALICE 500-8; ALICE - LEXINGTON TUNNEL 350-6; MAGNA CHARTA 500-10,ELEVATION: 5953.6',Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
70,70.jpg,66,67,ALICE,U-27,1,1-6,ALICE; ALICE - LEXINGTON TUNNEL; MAGNA CHARTA,ALICE 500-7; ALICE - LEXINGTON TUNNEL 350-5; MAGNA CHARTA 500-9,ALICE 500-7; ALICE - LEXINGTON TUNNEL 350-5; MAGNA CHARTA 500-9,ELEVATION: 5946.1',Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
71,71.jpg,67,68,ALICE,U-27,1,1-6,ALICE; ALICE - LEXINGTON TUNNEL; MAGNA CHARTA,ALICE 500-6; ALICE - LEXINGTON TUNNEL 350-4; MAGNA CHARTA 500-8,ALICE 500-6; ALICE - LEXINGTON TUNNEL 350-4; MAGNA CHARTA 500-8,ELEVATION: 5938.5',Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
72,72.jpg,68,69,ALICE,U-27,1,1-6,ALICE; ALICE - LEXINGTON TUNNEL; MAGNA CHARTA,ALICE 500-5; ALICE - LEXINGTON TUNNEL 350-3; MAGNA CHARTA 500-7,ALICE 500-5; ALICE - LEXINGTON TUNNEL 350-3; MAGNA CHARTA 500-7,ELEVATION: 5930.9',Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
73,73.jpg,69,70,ALICE,U-27,1,1-6,ALICE; ALICE - LEXINGTON TUNNEL; MAGNA CHARTA,ALICE 500-4; ALICE - LEXINGTON TUNNEL 350-2; MAGNA CHARTA 500-6,ALICE 500-4; ALICE - LEXINGTON TUNNEL 350-2; MAGNA CHARTA 500-6,ELEVATION: 5923.4',Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
74,74.jpg,70,71,ALICE,U-27,1,1-6,ALICE; ALICE - LEXINGTON TUNNEL; MAGNA CHARTA,ALICE 500-3; ALICE - LEXINGTON TUNNEL 350-1; MAGNA CHARTA 500-5,ALICE 500-3; ALICE - LEXINGTON TUNNEL 350-1; MAGNA CHARTA 500-5,ELEVATION: 5915.8',Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
75,75.jpg,71,72,ALICE,U-27,1,1-6,ALICE; ALICE - LEXINGTON TUNNEL; MAGNA CHARTA,ALICE 500-2; ALICE - LEXINGTON TUNNEL 350 SILL; MAGNA CHARTA 500-4,ALICE 500-2; ALICE - LEXINGTON TUNNEL 350 SILL; MAGNA CHARTA 500-4,ELEVATION: 5908.2'; 5915.7' AT THE CLARK'S FRACTION SURVEY POINT A12553,Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
76,76.jpg,72,73,ALICE,U-27,1,1-6,ALICE; MAGNA CHARTA,ALICE 500-1; MAGNA CHARTA 500-3,ALICE 500-1; MAGNA CHARTA 500-3,ELEVATION: 5900.7',Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
77,77.jpg,73,74,ALICE,U-27,1,1-6,ALICE; MAGNA CHARTA,ALICE 500 SILL; MAGNA CHARTA 500-2,ALICE 500 SILL; MAGNA CHARTA 500-2,ELEVATION: 5893.1'; 5893.05' AT THE ALICE SHAFT; SHOWS CLAIM LINES; BOTTOM OF CLARK'S FRACTION SHAFT; SHOWS CLAIM LINE ON THE LEFT HALF OF THE PAGE ONLY,Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
78,78.jpg,74,75,ALICE,U-27,1,1-6,ALICE; MAGNA CHARTA,ALICE 600-13; MAGNA CHARTA 500-1,ALICE 600-13; MAGNA CHARTA 500-1,ELEVATION: 5885.7',Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
79,79.jpg,75,76,ALICE,U-27,1,1-6,ALICE; MAGNA CHARTA,ALICE 600-12; MAGNA CHARTA 500 SILL,ALICE 600-12; MAGNA CHARTA 500 SILL,ELEVATION: 5878.3'; 5881.0' APPROX. AT THE MAGNA CHARTA SHAFT,Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
80,80.jpg,76,77,ALICE,U-27,1,1-6,ALICE; MAGNA CHARTA,ALICE 600-11; MAGNA CHARTA 600-13,ALICE 600-11; MAGNA CHARTA 600-13,ELEVATION: 5870.9',Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
81,81.jpg,77,78,ALICE,U-27,1,1-6,ALICE; MAGNA CHARTA,ALICE 600-10; MAGNA CHARTA 600-12,ALICE 600-10; MAGNA CHARTA 600-12,ELEVATION: 5863.5',Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
82,82.jpg,78,79,ALICE,U-27,1,1-6,ALICE; MAGNA CHARTA,ALICE 600-9; MAGNA CHARTA 600-11,ALICE 600-9; MAGNA CHARTA 600-11,ELEVATION: 5856.1',Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
83,83.jpg,79,80,ALICE,U-27,1,1-6,ALICE; MAGNA CHARTA,ALICE 600-8; MAGNA CHARTA 600-10,ALICE 600-8; MAGNA CHARTA 600-10,ELEVATION: 5848.7',Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
84,84.jpg,80,81,ALICE,U-27,1,1-6,ALICE; MAGNA CHARTA,ALICE 600-7; MAGNA CHARTA 600-9,ALICE 600-7; MAGNA CHARTA 600-9,ELEVATION: 5841.3',Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
85,85.jpg,81,82,ALICE,U-27,1,1-6,ALICE; MAGNA CHARTA,ALICE 600-6; MAGNA CHARTA 600-8,ALICE 600-6; MAGNA CHARTA 600-8,ELEVATION: 5833.9',Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
86,86.jpg,82,83,ALICE,U-27,1,1-6,ALICE; MAGNA CHARTA,ALICE 600-5; MAGNA CHARTA 600-7,ALICE 600-5; MAGNA CHARTA 600-7,ELEVATION: 5826.5',Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
87,87.jpg,83,84,ALICE,U-27,1,1-6,ALICE; MAGNA CHARTA,ALICE 600-4; MAGNA CHARTA 600-6,ALICE 600-4; MAGNA CHARTA 600-6,ELEVATION: 5819.1',Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
88,88.jpg,84,85,ALICE,U-27,1,1-6,ALICE; MAGNA CHARTA,ALICE 600-3; MAGNA CHARTA 600-5,ALICE 600-3; MAGNA CHARTA 600-5,ELEVATION: 5811.7',Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
89,89.jpg,85,86,ALICE,U-27,1,1-6,ALICE; MAGNA CHARTA,ALICE 600-2; MAGNA CHARTA 600-4,ALICE 600-2; MAGNA CHARTA 600-4,ELEVATION: 5804.3',Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
90,90.jpg,86,87,ALICE,U-27,1,1-6,ALICE; MAGNA CHARTA,ALICE 600-1; MAGNA CHARTA 600-3,ALICE 600-1; MAGNA CHARTA 600-3,ELEVATION: 5796.9',Underground Workings,Silver Bow,Butte*,46.033297,-112.532573,Google Earth,WGS84,1/1/1890,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,08W,1,image;jpg
